greywater_usage_liters,co2_levels_ppm,humidity_percentage,temperature_celsius,sunlight_hours_average,building_surface_area_sqm,wind_speed_kmh,wall_design,algae_type
228,343,21,12,7.1,77,8.37228544813718,0,Ulva
841,312,31,16,5.516683286832792,77,12.774775627757311,1,Ulva
445,335,35,10,6.331889291672113,93,15.047431900569295,1,Ulva
873,337,23,17,8.949566380398409,75,17.387178093800777,0,Ulva
554,383,33,12,5.108393717012854,39,11.436579052497443,2,Ulva
627,318,40,16,11.408572004602629,64,13.310280357195547,1,Ulva
446,353,37,13,8.41627489088561,83,15.47378350040842,1,Ulva
837,312,28,17,5.873761381676395,89,10.838660283196825,1,Ulva
445,336,34,10,6.361430462152489,89,15.29130822925563,1,Ulva
542,352,36,11,4.544275602240406,17,7.516819271692983,0,Ulva
311,345,25,15,7.006896139074547,12,16.889661774807244,2,Ulva
108,340,45,12,8.161973871406623,44,12.383105937063842,2,Ulva
210,316,39,14,8.540508401773163,76,19.62561263424736,1,Ulva
889,338,25,17,7.924662015484197,79,16.745346511555454,1,Ulva
931,317,26,14,9.237023022837036,48,7.818879171845709,0,Ulva
226,356,37,12,5.435753103095179,82,14.428124292848604,0,Ulva
311,346,26,16,6.770308493990955,17,16.33061332534507,2,Ulva
545,366,35,11,4.392907768444465,16,9.098582483554992,0,Ulva
846,360,29,14,9.579433059065785,52,13.381151939463374,0,Ulva
168,310,45,12,8.819449851049896,84,10.41347198181467,0,Ulva
238,317,25,14,7.548494750186971,26,6.002006999750706,0,Ulva
663,376,45,11,7.903706127444281,46,11.400102947984564,1,Ulva
575,385,38,11,4.742372901366809,19,22.947681484983026,3,Ulva
863,330,30,18,5.723820733904072,80,22.25730291615708,1,Ulva
867,338,21,17,8.777974911059037,72,19.048605986082517,0,Ulva
934,320,25,16,10.481006159255752,30,7.879561276061256,0,Ulva
824,376,36,13,9.735524436153915,40,9.96242240596918,0,Ulva
224,355,36,11,6.244606024773738,62,15.658085540831339,1,Ulva
649,316,43,14,11.53481584684002,18,11.343328689219907,2,Ulva
760,343,25,14,9.610487670703002,63,23.64682738984203,1,Ulva
853,323,36,17,3.516137371851573,86,22.311244454816347,1,Ulva
306,352,41,16,4.295120269941185,71,9.117207643828594,0,Ulva
747,310,26,15,8.410769162964835,30,15.932844319208842,2,Ulva
446,333,35,17,8.362670252818756,63,12.820490155962853,1,Ulva
741,354,28,18,8.8590227223824,64,20.409719509571044,1,Ulva
108,327,45,12,8.044116015871841,25,11.69706262963237,2,Ulva
311,346,25,16,6.931134909755464,14,16.718279176272354,2,Ulva
178,334,47,14,9.377524080368422,73,19.66954155588159,1,Ulva
447,372,37,16,10.418572059853037,68,16.171426467156543,1,Ulva
871,344,20,18,8.386192202603496,71,19.785431880279752,1,Ulva
218,310,30,14,7.192246772097457,86,16.980945591421936,1,Ulva
900,396,23,17,6.4520188156876195,61,21.115915329405713,1,Ulva
744,337,29,14,7.134574306952187,66,18.653746138666193,1,Ulva
879,370,20,12,6.5,62,17.04693114677273,1,Ulva
523,353,39,13,6.296159346453513,20,11.905443601930106,0,Ulva
934,357,33,16,6.444884534522823,87,14.338446472074596,1,Ulva
541,372,30,12,6.852059421798732,21,11.522524279404363,2,Ulva
842,371,31,12,9.378707083224635,44,10.82201120387279,0,Ulva
706,350,33,15,8.97144034246231,63,11.13301049524545,1,Ulva
718,345,30,14,6.525379798988761,52,14.156121535676403,1,Ulva
893,325,24,15,7.869225544052426,78,14.396728407486254,0,Ulva
740,319,28,15,7.372410421559195,42,15.232555865702714,2,Ulva
743,326,29,12,7.461840748370794,70,20.697741813267612,1,Ulva
281,343,20,10,8.52928224492525,58,18.790936794950667,0,Ulva
306,353,41,16,4.212954372466959,73,8.877752742617997,0,Ulva
768,326,47,12,5.254417754796904,86,18.24473942686266,1,Ulva
649,316,43,14,11.530731607632223,17,11.361707765654998,2,Ulva
846,348,35,13,7.74079310005253,37,14.872107434500222,0,Ulva
445,350,36,13,8.166440667595673,84,15.42268104564457,1,Ulva
440,333,34,17,8.142868541947966,68,11.185737083895933,1,Ulva
222,341,24,11,8.056157393436834,46,12.656651295107057,1,Ulva
881,354,25,11,7.588421501370868,71,12.652488239908699,0,Ulva
862,317,36,15,5.235023067152339,38,20.96775405243987,1,Ulva
603,340,39,16,9.281221840965555,23,22.7906419215336,2,Ulva
698,369,27,11,9.69199047571136,20,14.576710388761049,2,Ulva
714,342,34,16,7.090240024167056,69,11.978711330450114,1,Ulva
315,302,41,17,8.8,84,21.399630449450072,1,Ulva
451,364,27,12,8.194145427928493,50,17.333476333977465,2,Ulva
810,378,39,14,9.118266120656678,42,10.406848393127191,0,Ulva
136,362,41,12,9.730658102112237,16,12.70295205327595,3,Ulva
536,316,37,12,7.846952559175934,20,11.681555320507101,1,Ulva
843,371,31,12,9.288055487202552,45,10.963024797684918,0,Ulva
115,326,45,13,7.807009437106172,28,11.767834906184362,2,Ulva
489,340,32,15,11.281823360162717,34,9.840868958738938,0,Ulva
133,359,41,12,9.550371432910229,16,12.60888944325751,3,Ulva
930,334,29,17,8.302838668903261,63,10.024950179988242,0,Ulva
449,363,27,15,8.950129876542515,40,15.520675358021085,2,Ulva
289,365,29,18,4.8625943703883845,47,8.20499656302196,0,Ulva
825,313,31,16,5.640167742932974,89,11.52656126987404,1,Ulva
717,325,33,13,4.939379578990743,72,14.77080280672838,1,Ulva
715,351,31,16,8.991726024184405,67,13.759342411134881,1,Ulva
446,353,29,16,8.693317625819953,49,14.185251654263755,1,Ulva
926,343,32,17,6.611320651768964,89,11.408919466734483,0,Ulva
737,337,30,14,6.379316911536098,67,16.814858567218327,1,Ulva
540,315,39,12,7.1668113828049975,21,12.578553103836885,1,Ulva
915,319,29,12,7.625998490121841,84,7.359882974655713,0,Ulva
553,311,44,11,5.126724397532852,25,15.269102606152325,2,Ulva
506,329,28,14,11.506419171267744,14,7.733830568288926,0,Ulva
169,313,48,12,9.337857345936794,79,12.556719525169287,0,Ulva
203,310,34,14,7.626760557887305,86,14.843460784990008,0,Ulva
312,311,40,18,8.216311703859418,79,19.44464420792905,0,Ulva
879,356,22,10,6.880331896622863,67,14.37486835956601,0,Ulva
549,332,40,11,4.6712713505532495,21,11.580683217703978,1,Ulva
774,328,48,11,5.259591198730812,87,18.523877928022703,1,Ulva
526,342,32,12,7.972965947171459,15,6.341178190775795,0,Ulva
462,376,28,15,9.705174789959434,22,20.014852773570002,2,Ulva
468,329,32,11,8.0376927788111,66,12.093460831783347,0,Ulva
730,365,27,19,8.592897048854642,62,17.22497340479082,0,Ulva
107,330,45,12,8.029381247883807,26,11.905772492381704,2,Ulva
228,347,22,12,7.288282307580488,75,7.707968963839025,0,Ulva
859,386,26,16,8.176728058484798,48,15.683512706936185,0,Ulva
289,363,28,17,5.2698660567216,47,9.53881133576324,0,Ulva
570,391,38,11,3.974257680996379,24,21.46435150073667,2,Ulva
930,346,34,17,7.1492980264817145,80,12.096652240550764,1,Ulva
846,361,29,14,9.59907810870042,51,13.242233374189887,0,Ulva
228,350,20,11,7.486513642663202,63,8.210473511096676,0,Ulva
243,307,27,15,7.6842264704203505,10,6.0523764732744,0,Ulva
867,333,24,18,7.575189096771152,76,20.604295449311472,1,Ulva
881,354,25,11,7.635182418956081,71,12.538745467404128,0,Ulva
952,364,42,16,9.503618839238479,38,16.132058976731923,2,Ulva
753,304,25,15,9.222910970299132,21,16.480567863690112,2,Ulva
775,363,31,11,3.8251519916202934,75,19.371501095860737,1,Ulva
513,327,29,13,11.385074833309623,14,6.919770169254842,0,Ulva
649,316,43,14,11.524843993345613,16,11.388202029944747,2,Ulva
854,324,37,17,3.3698246130189005,86,23.11596462839605,1,Ulva
583,328,41,14,7.417017204458518,24,20.16082478032702,3,Ulva
311,322,43,17,6.768004283871113,86,15.80242689519212,0,Ulva
486,342,32,15,11.235533009838727,36,10.199619173749864,0,Ulva
771,334,32,12,8.385122100115819,71,22.98745032744119,1,Ulva
568,391,37,11,3.938878910820324,18,21.81139049703092,2,Ulva
706,346,34,15,8.589401850524155,71,10.773777594318599,1,Ulva
851,338,36,14,6.848415766887472,36,16.828473126439008,0,Ulva
307,343,45,17,4.647859552509442,88,9.962028201252426,0,Ulva
185,317,48,13,9.506128992940578,74,16.898128017866938,0,Ulva
478,348,34,15,11.081278137088848,44,11.395094437561422,0,Ulva
911,361,28,17,6.5,79,14.688290887987044,1,Ulva
706,368,35,17,7.459004357775876,70,8.13090769873738,0,Ulva
564,352,36,13,6.391863445629928,18,12.983162748993994,1,Ulva
881,388,20,17,6.5,58,19.689462299145625,1,Ulva
568,317,38,13,7.862667394450989,60,17.880203907914265,1,Ulva
951,356,43,17,10.22852787426473,28,14.614721257352691,2,Ulva
978,377,38,12,4.26439631502543,48,8.62999610742123,0,Ulva
927,372,35,14,8.010568144309199,82,15.001588144412157,0,Ulva
143,321,45,17,7.13020812815113,47,11.655034688025188,1,Ulva
873,344,21,14,7.805213026282393,70,17.85109818773377,1,Ulva
251,347,20,11,7.694499884015128,68,11.67073430483492,0,Ulva
755,369,24,15,6.38054274996939,65,20.26864896428134,1,Ulva
587,350,39,16,7.509264896545868,49,16.398633788377698,1,Ulva
453,381,28,15,9.896115694033195,37,17.912947686556013,2,Ulva
279,327,26,15,7.3291278148876655,11,11.733954961797352,1,Ulva
873,351,20,18,8.137413944308902,69,19.93243721472656,1,Ulva
542,353,36,11,4.538450166308063,17,7.330405321858036,0,Ulva
773,361,23,11,5.962125204112167,67,22.011642203177583,1,Ulva
922,312,28,12,6.948449636205027,84,7.638873679209694,0,Ulva
559,365,39,15,4.751498236755959,78,5.5970035264880815,0,Ulva
446,370,38,16,10.408210987117233,73,15.881224974637616,1,Ulva
888,327,23,15,8.041199736550926,77,15.473829928924228,0,Ulva
550,327,41,11,4.700305612393467,22,12.509779596590954,2,Ulva
268,325,24,12,8.296726499291305,34,14.099923126506322,0,Ulva
256,358,26,15,6.526468963743299,41,9.775796648421679,0,Ulva
241,310,27,14,7.651084106268544,15,5.8652211916419414,0,Ulva
967,388,36,13,5.009563644403738,68,15.993036399816823,0,Ulva
976,375,38,13,4.665983986948495,46,9.054208436917424,0,Ulva
460,335,40,17,8.936799577335306,52,16.58103723154625,1,Ulva
946,355,41,17,9.446760362733702,41,14.207833846836376,2,Ulva
699,369,26,11,9.748995293809253,20,14.677764384480042,2,Ulva
576,384,38,12,4.823224683864744,19,22.952258000973476,3,Ulva
713,315,34,12,4.8196097242565115,77,15.809814455836463,1,Ulva
305,318,33,14,8.8,72,21.275227790155917,1,Ulva
598,338,38,16,9.430632061971426,33,22.692609463662862,2,Ulva
851,337,36,14,6.830422945329086,36,16.867918927547777,0,Ulva
550,350,34,12,6.140828148272334,36,9.752165878412614,0,Ulva
167,319,45,17,7.473600724606337,59,13.992443952912161,1,Ulva
289,354,25,14,6.780620472427929,50,14.486532047201468,0,Ulva
560,391,34,11,4.606290680372275,21,17.629984923376103,3,Ulva
534,317,37,12,8.153428512119797,20,11.277362397059397,1,Ulva
258,306,34,16,7.800300757246865,86,18.694931460785636,1,Ulva
951,356,43,16,10.100058884427874,30,14.688359990553147,2,Ulva
589,361,38,14,7.103769599800219,21,23.081345449045294,3,Ulva
680,365,41,12,8.254430157794946,56,11.045569842205055,1,Ulva
716,323,33,13,4.92068293042324,73,14.895447130511728,1,Ulva
821,376,36,13,9.582390236514078,41,10.072679029709862,0,Ulva
870,346,26,12,5.3270317520291695,72,18.508413148861393,1,Ulva
447,370,39,17,10.49685332653627,72,15.96529347437242,1,Ulva
759,330,44,13,5.243229094278271,82,17.137498262678506,1,Ulva
749,350,25,16,9.50774530889987,62,22.208434324598173,1,Ulva
942,352,39,17,8.779765538089153,52,13.594919683649493,2,Ulva
757,370,23,14,6.034620684227566,65,20.219231526318225,1,Ulva
564,370,39,15,4.652398257403088,79,8.353633690206955,0,Ulva
881,387,20,16,6.5,58,19.579564273828424,1,Ulva
295,342,21,11,8.396800372663774,45,20.181600848845264,1,Ulva
874,349,21,13,7.391682402788636,69,17.042833787268698,1,Ulva
184,320,46,15,8.545380612619825,63,17.799110451718686,1,Ulva
849,368,29,11,8.777145919614702,48,11.757773013932685,0,Ulva
216,345,48,12,6.376097777101353,79,20.26940645669123,1,Ulva
548,334,40,11,4.653784561561741,21,11.021105969975729,1,Ulva
212,314,37,14,8.173881054084012,79,18.906458990703253,1,Ulva
727,336,34,15,5.113826557237323,69,14.031837373695772,1,Ulva
295,361,36,18,4.231684994538125,65,7.475401533419808,0,Ulva
710,318,34,12,5.1895735702142085,76,15.193554358721528,1,Ulva
883,352,26,12,7.998576956597189,73,11.654812808277107,0,Ulva
547,377,32,11,4.915042879882248,20,10.30972063880565,1,Ulva
270,327,23,12,8.33735638927785,36,14.665047959955562,0,Ulva
456,335,39,17,8.77475744198336,55,15.519661244991003,1,Ulva
708,367,23,11,10.03331694443176,19,15.814412142954982,2,Ulva
256,351,29,13,5.847643683909576,80,6.669575350893912,0,Ulva
504,345,44,15,8.351970882499897,26,18.550120173794305,0,Ulva
226,350,21,11,7.821144864635467,51,9.604770269314445,0,Ulva
554,389,31,11,5.015382130099518,23,14.577533336949752,3,Ulva
579,324,33,16,10.646720615635653,91,19.769962180534474,0,Ulva
468,336,42,17,9.276825266681211,46,18.808205496761932,1,Ulva
896,339,23,10,6.620385805969968,73,12.250226248760818,0,Ulva
655,340,44,12,10.072024805163178,25,11.460334022365643,2,Ulva
662,315,40,15,10.064507785952479,58,11.808842071252514,1,Ulva
874,338,24,17,9.052011057392326,76,16.47883529112137,0,Ulva
164,310,46,12,8.95579030628758,84,9.90706457664613,0,Ulva
588,364,38,14,6.857270818950855,21,23.06739268786514,3,Ulva
914,344,33,16,7.724290643059936,89,9.779375312456306,0,Ulva
584,370,38,13,6.2785211413064355,20,23.03463327214942,3,Ulva
251,307,33,15,7.662036317519085,86,18.320804153286936,1,Ulva
140,367,40,12,9.96475989303707,15,12.825092118106298,3,Ulva
152,346,46,14,9.039320602256485,79,17.330300832274023,1,Ulva
773,362,23,11,5.8199631506714455,67,21.901789707337027,1,Ulva
923,346,32,17,6.5,89,11.983316464396523,1,Ulva
157,316,46,17,7.4060666769810055,63,10.943427766603909,0,Ulva
471,336,43,17,9.381498504167508,44,19.49381520229718,1,Ulva
861,329,31,18,5.2244081035655725,81,22.70320705038788,1,Ulva
657,352,44,12,9.398955000949446,49,11.084430526115906,1,Ulva
691,358,38,14,8.478941152264,62,10.821058847736001,1,Ulva
953,374,40,15,8.380696508668812,52,18.1187677154321,2,Ulva
697,315,35,12,6.305646724069297,71,14.587130682209649,1,Ulva
925,334,31,15,6.5883843217663385,88,10.380465257626373,0,Ulva
739,320,40,12,5.0231843232562925,81,16.94983221023524,1,Ulva
765,326,46,12,5.232108088837085,86,18.119805297487673,1,Ulva
859,320,38,16,4.104652449268953,57,22.64650912642148,1,Ulva
722,353,29,17,9.123943503701328,65,16.007039562922568,1,Ulva
892,343,34,14,10.08376159580686,84,6.347862872314821,0,Ulva
579,324,33,16,10.621488584107253,91,19.708378917143126,0,Ulva
751,307,25,15,8.871225523322606,25,16.243384655264084,2,Ulva
566,392,36,11,4.200470186155941,20,20.658030149451825,3,Ulva
861,316,38,15,4.806945692965252,37,21.280938930345346,1,Ulva
251,347,20,11,7.7119949563772465,68,11.81995698086475,0,Ulva
707,340,34,15,7.90119529210928,72,11.668446120257936,1,Ulva
709,362,24,11,9.199947812636383,24,15.011983300043642,2,Ulva
667,374,45,11,7.979700025800918,49,11.320299974199083,1,Ulva
290,344,21,10,8.386764171503938,54,19.746652661675395,0,Ulva
468,336,42,17,9.269341400885176,46,18.75918617579791,1,Ulva
108,340,45,12,8.155896067066703,43,12.36122584144013,2,Ulva
227,350,21,11,7.5768547861572815,60,8.586894942322004,0,Ulva
706,371,36,17,7.239691244776219,69,7.743454532437989,0,Ulva
580,377,38,12,5.564370999290184,20,22.994209679205103,3,Ulva
202,321,47,14,9.649598608462108,67,21.720988161089558,1,Ulva
449,375,33,16,10.20918240863675,55,16.869391971210835,1,Ulva
736,357,25,18,9.284320316702491,61,20.511684236492425,1,Ulva
904,330,32,13,8.772381580964591,84,6.887842878426345,0,Ulva
476,337,45,17,9.591550840205013,40,20.86965800334284,1,Ulva
722,374,30,19,7.678228167890367,64,13.286815722861302,0,Ulva
760,314,25,13,9.502796046436275,34,19.444023951403597,2,Ulva
132,340,47,13,8.82742850782159,86,11.448326948600975,0,Ulva
881,389,20,18,6.776631325974627,58,20.736536034651355,1,Ulva
938,326,27,17,10.807099742326505,24,8.829002576734942,0,Ulva
226,343,23,11,8.213874582776365,32,10.76745430017152,0,Ulva
666,377,45,11,7.773621563046368,48,11.02688270994642,0,Ulva
575,335,34,16,9.124103618213915,91,16.053744424115322,0,Ulva
302,356,43,17,3.711096463061017,82,6.994858273594785,0,Ulva
958,362,42,16,8.86272150526423,33,13.48738187175799,2,Ulva
953,367,41,16,9.150234951996417,42,16.757276623390954,2,Ulva
149,320,45,17,6.987396613750609,51,11.631232768958435,1,Ulva
879,367,20,12,6.5,63,16.61354324267504,1,Ulva
491,337,48,17,9.905738213948116,30,23.88844807897339,1,Ulva
219,350,48,12,5.753124581060689,82,19.963796964293923,1,Ulva
153,337,43,16,7.984286773700987,42,12.073714709480395,1,Ulva
951,357,43,17,10.214958098819627,28,14.750419011803714,2,Ulva
139,331,47,13,8.937992263002144,85,10.721765128843046,0,Ulva
229,349,20,12,7.145541576241362,75,6.867994660189552,0,Ulva
307,342,45,17,4.793980639238583,88,10.364550440166663,0,Ulva
164,319,45,18,7.290456145109054,58,13.341964929180433,1,Ulva
440,338,34,17,8.424938793707913,68,11.749877587415824,1,Ulva
873,350,24,11,5.712965839380891,70,17.452769909928744,1,Ulva
226,346,23,12,7.3940855295990895,75,8.330580231871567,0,Ulva
862,330,22,17,8.086531115089208,77,17.698246456776552,1,Ulva
928,348,33,16,6.483735559398701,90,12.337618690966906,1,Ulva
299,349,36,14,5.616769424504949,75,12.511283541588824,0,Ulva
157,310,48,12,9.058100855211356,82,9.153724073521031,0,Ulva
889,354,32,15,9.559303869733945,79,8.82815229780659,0,Ulva
874,356,20,18,7.967337337379996,68,20.03293702791182,1,Ulva
849,321,25,17,6.968444289864755,83,14.232177298580744,1,Ulva
530,347,32,12,7.0097304041421875,15,6.274286833620985,0,Ulva
239,348,20,11,7.370788656912769,72,8.909667956020675,0,Ulva
707,334,34,14,7.219815690762164,73,12.554239602009186,1,Ulva
749,365,24,16,7.395897212205847,63,20.41369960174369,1,Ulva
314,309,42,17,8.092124937896521,85,19.45000454590362,0,Ulva
291,341,21,10,8.8,55,21.10199891879241,1,Ulva
818,376,37,13,9.48106940653893,41,10.145630027291968,0,Ulva
871,336,22,17,8.835722542930576,74,18.396593452682225,0,Ulva
124,350,46,14,8.702079916871446,87,12.272046260559065,0,Ulva
554,389,31,11,5.058157478704525,23,14.258363428127772,3,Ulva
120,344,43,12,8.803823210079054,19,12.219386022649942,3,Ulva
653,330,44,13,10.654687112400826,19,11.476519086455578,2,Ulva
859,320,37,14,5.286490879420299,35,20.252693072040117,0,Ulva
225,332,24,13,7.1,80,11.069357933402273,0,Ulva
198,320,48,13,9.650687824794222,69,20.62774587969093,0,Ulva
651,323,44,13,11.06040817254878,15,11.487789115904134,2,Ulva
220,325,35,14,6.243571564733424,87,17.592989291913497,1,Ulva
228,344,21,12,7.1,77,7.937213619486176,0,Ulva
109,352,45,13,8.312163874059136,64,12.923789946612892,1,Ulva
224,352,30,11,7.142209829214906,51,13.885893414114161,1,Ulva
450,376,33,16,10.184167192914954,54,16.95277602361682,1,Ulva
157,316,46,16,7.588114946924194,65,10.746208807498789,0,Ulva
559,381,36,11,4.1218747510025135,17,16.687506971929622,1,Ulva
157,313,47,14,8.263596333196867,73,10.014437305703394,0,Ulva
584,370,38,13,6.213773685053168,20,23.030968321795463,3,Ulva
157,315,46,16,7.713007290158714,67,10.610908768994726,0,Ulva
942,371,34,15,6.390300055669704,84,17.14954713301021,1,Ulva
880,373,20,13,6.5,61,17.55968134008164,1,Ulva
592,333,36,16,9.88146966725679,54,21.70076673203506,2,Ulva
755,346,25,15,9.56667416417464,63,23.033438298444953,1,Ulva
289,365,29,18,4.8586682281850555,47,8.192138447306055,0,Ulva
972,386,36,12,4.421402535356317,63,13.346311409103427,0,Ulva
544,315,45,12,5.692755241256414,26,17.131777273713116,2,Ulva
902,332,32,13,8.984758294420445,84,6.800393643473934,0,Ulva
549,382,31,11,5.031541029546006,22,11.491344728252347,2,Ulva
548,335,40,11,4.650133592739222,21,10.904274967655118,1,Ulva
501,371,29,12,6.833945308603335,17,11.957745088259347,1,Ulva
857,325,38,17,3.187338592601216,83,24.43017495883097,1,Ulva
934,349,33,16,5.980369028666752,85,10.873386181627554,0,Ulva
223,346,23,11,8.197083819141765,40,12.045970117052356,1,Ulva
194,321,47,14,9.1599222361268,65,19.981792769691737,1,Ulva
293,337,23,10,8.8,58,21.132675502554022,1,Ulva
699,352,36,15,8.665907329626826,67,10.634092670373175,1,Ulva
845,318,33,17,4.469221872899295,88,17.06927969905388,1,Ulva
638,322,42,14,10.934039784764604,13,14.37901500793658,3,Ulva
513,349,42,14,7.430505339769509,23,15.571811901755018,0,Ulva
108,343,45,13,8.197182661909174,49,12.50985758287303,2,Ulva
576,324,42,13,6.7825773509060046,24,19.0793932117716,3,Ulva
774,341,48,13,5.882185852887607,78,16.728130012950757,1,Ulva
551,324,42,11,4.714647272129782,23,12.968712708153035,2,Ulva
776,381,34,13,5.2544464038159955,59,15.826243299628276,1,Ulva
306,353,42,16,4.121623034140297,75,8.611587128066008,0,Ulva
968,388,36,13,4.921241307078294,67,15.59558588185232,0,Ulva
505,328,30,14,11.576057147808147,20,7.560557104486861,0,Ulva
727,336,34,15,5.114256054011032,69,14.042145296264787,1,Ulva
314,303,41,17,8.8,83,21.38639800900999,1,Ulva
450,367,26,15,9.082039622147022,36,16.206606035164516,2,Ulva
749,350,25,16,9.514022352681161,62,22.29631293753626,1,Ulva
706,356,35,16,8.20853762028137,70,9.45508312916375,0,Ulva
557,377,35,14,4.99167329177744,58,9.18971086671572,1,Ulva
722,319,32,12,5.753335783607975,74,17.489936573304767,1,Ulva
311,312,40,18,8.134673569027433,78,19.171156456241896,0,Ulva
295,361,36,18,4.302557284636866,63,7.540822108895569,0,Ulva
535,317,37,12,8.090715400385685,20,11.36007099369424,1,Ulva
472,337,44,17,9.440192069221883,43,19.878258053403336,1,Ulva
768,338,25,12,9.678881763226595,64,24.604344685172354,1,Ulva
865,325,30,16,6.677411189311647,53,20.398390320008563,1,Ulva
183,316,48,13,9.490466026631399,74,16.49402348709009,0,Ulva
312,342,26,16,7.161327410478896,19,17.394355892281745,2,Ulva
493,326,30,12,10.118760401088325,36,8.971859398367512,0,Ulva
137,322,45,16,7.2798862481649875,43,11.679981041360831,1,Ulva
704,347,35,15,8.862841855611038,69,10.52327476133742,1,Ulva
731,364,27,19,8.763426456144376,62,17.959197241732735,0,Ulva
289,354,25,14,6.710075837935527,50,14.25549836923885,0,Ulva
547,380,30,12,6.000947252119079,22,12.386730482463703,2,Ulva
784,381,46,16,7.951460516798527,47,11.24694842790506,0,Ulva
772,346,29,13,9.279540300390444,61,22.21706667868189,1,Ulva
660,325,40,13,11.241580818648155,11,12.201423492240725,3,Ulva
944,353,40,17,9.107470329884853,47,13.896053816650946,2,Ulva
771,335,29,12,8.790991935850483,69,23.577806452146156,1,Ulva
564,316,43,12,5.615005164808602,25,17.08921334910557,3,Ulva
896,349,35,14,9.87923470776837,84,7.5748364178436525,0,Ulva
925,329,30,14,6.627358227558909,88,9.886795784253826,0,Ulva
651,321,44,13,11.18665973468443,14,11.491296103741234,2,Ulva
534,353,33,11,5.826609766769177,15,6.1921256782478595,0,Ulva
225,335,23,13,7.1,80,10.409798766991553,0,Ulva
706,357,29,13,9.415551047600085,44,12.772803868061851,1,Ulva
152,368,40,12,10.23261739335327,20,13.999508665259851,2,Ulva
580,323,33,16,10.702584014844982,91,19.875968661941663,1,Ulva
290,350,24,13,7.351940823173191,52,16.357606195892203,0,Ulva
880,340,28,16,9.472762755500597,79,12.748170234561371,0,Ulva
892,339,25,17,7.805784852070923,80,16.307662409897492,1,Ulva
772,346,29,13,9.266862085799083,61,22.136167595098918,1,Ulva
706,377,36,17,6.8601822597314195,69,7.072988658858842,0,Ulva
698,353,36,15,8.642703901455361,66,10.65729609854464,1,Ulva
196,310,36,13,7.857622290132259,85,13.985974350937322,0,Ulva
878,361,20,10,6.5,65,15.827009813188543,1,Ulva
613,335,40,16,9.729127189421138,20,20.508352992944644,3,Ulva
211,315,37,14,8.252743649364534,78,19.061151004522742,1,Ulva
586,345,37,15,7.998468510296419,21,18.828470537461442,2,Ulva
290,349,23,12,7.5917579926608205,52,17.143007425964186,0,Ulva
903,338,32,15,10.387629352690055,68,6.728867091862985,0,Ulva
771,343,24,11,8.717750121628287,65,24.14098873034913,1,Ulva
550,327,41,11,4.701427400859184,22,12.545676827493898,2,Ulva
822,376,31,12,8.766709830379092,44,11.623747244738738,0,Ulva
204,310,34,14,7.5900221160791475,86,14.979917854563167,0,Ulva
764,326,46,12,5.225148016021521,86,18.080828889720518,1,Ulva
265,345,20,10,8.079293818047386,63,14.952800212757122,0,Ulva
195,321,47,14,9.256346977597168,66,20.324266851465804,1,Ulva
560,371,37,15,4.894094233920794,75,7.3113140029752826,0,Ulva
446,366,38,17,10.186223099162525,72,15.272446198325053,1,Ulva
557,378,35,13,5.010843213746727,55,9.558731864624498,1,Ulva
856,385,27,15,8.427289166633578,46,14.903989259362199,0,Ulva
764,340,25,13,9.646466210431667,64,24.150526946043357,1,Ulva
555,381,33,13,5.0750912855804815,44,10.79550724742427,2,Ulva
275,362,27,17,5.329566187384101,53,7.677655364200982,0,Ulva
224,344,25,12,7.636084027747908,74,9.754648317131924,0,Ulva
571,319,37,14,8.563968680564223,68,18.379435331927073,1,Ulva
759,309,31,14,8.346776224652569,36,17.088079310526858,2,Ulva
690,371,31,11,9.29043406924492,26,13.864860395479633,2,Ulva
561,365,39,15,4.782463615767433,86,5.535072768465132,0,Ulva
840,378,32,13,9.589612183302433,41,11.28787320750354,0,Ulva
866,331,37,17,5.04923580340089,85,19.575913351797706,0,Ulva
